Date,Close,High,Low,Open,Volume,DailySentiment,SentimentCount,SentimentVolatility,SMA_5,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Mid,BB_Up,BB_Low,DailyReturn,Volatility20,Close_Lag_1,Return_Lag_1,RSI_Lag_1,Close_Lag_2,Return_Lag_2,RSI_Lag_2,Close_Lag_3,Return_Lag_3,RSI_Lag_3,Close_Lag_5,Return_Lag_5,RSI_Lag_5,NextClose,ReturnNext,Movement,SentimentMA_3,SentimentMA_7,Volume_MA_10,Volume_Ratio,HL_Ratio,Price_Range,Volume_Lag_1,Volume_Lag_2,Volume_Lag_3,Volume_Lag_5
2023-03-31,3075.531005859375,3082.3423758807726,3023.8229594697154,3060.2296643124405,2382581,0.0,0,0.0,3012.98251953125,3011.126171875,3019.6298828125,3019.6298828125,3024.923154323744,3038.115325630863,-13.192171307119224,-14.436270805464344,51.54856145487304,3019.6298828125,3086.693507667215,2952.566257957785,0.02134504633210854,0.008910046503369582,3011.255615234375,0.007381494816202094,31.131858035974375,2989.19091796875,-0.002049821193874757,19.48499347867987,2995.330810546875,0.0005767504175364646,20.44724419344449,2997.585205078125,-0.0019642709957524707,19.97554921646352,3069.870849609375,-0.0018403834132110857,Neutral,0.0,0.0,2162140.9,1.1019545488455447,0.019027418777300034,58.519416411057136,1740616.0,1303530.0,1524217.0,1372218.0
2023-04-03,3069.870849609375,3093.8062020474113,3044.688315296173,3093.8062020474113,1521830,0.0,0,0.0,3028.23583984375,3013.111962890625,3023.494572566106,3023.494572566106,3031.838184367687,3040.4675866663083,-8.629402298621244,-13.274897104095725,50.2370411990773,3023.494572566106,3093.4902769257114,2953.4988682065004,-0.001840383413211133,0.008549807863314728,3075.531005859375,0.02134504633210854,51.54856145487304,3011.255615234375,0.007381494816202094,31.131858035974375,2989.19091796875,-0.002049821193874757,19.48499347867987,2993.604248046875,-0.0013280546703079432,19.326934565295318,3108.052490234375,0.012437539719255099,Up,0.0,0.0,1640327.3,0.9277599659531363,0.01599998474121088,49.117886751238075,2382581.0,1740616.0,1303530.0,1329577.0
2023-04-05,3108.052490234375,3131.6042030702424,3055.960571154015,3055.960571154015,2655065,0.0,0,0.0,3050.78017578125,3022.3695556640623,3029.534423828125,3029.534423828125,3043.5634621933314,3045.473875819498,-1.9104136261667009,-11.002000408509922,57.52660575894555,3029.534423828125,3110.561522962718,2948.507324693532,0.012437539719255097,0.008855468782966024,3069.870849609375,-0.001840383413211133,50.2370411990773,3075.531005859375,0.02134504633210854,51.54856145487304,3011.255615234375,0.007381494816202094,31.131858035974375,2995.330810546875,0.0005767504175364646,20.44724419344449,3089.729248046875,-0.005895409503241132,Neutral,0.0,0.0,1676887.0,1.5833297055794457,0.024337951869829393,75.6436319162276,1521830.0,2382581.0,1740616.0,1524217.0
2023-04-06,3089.729248046875,3124.8890056321084,3084.2610870523145,3093.8544341349034,1703464,0.0,0,0.0,3070.887841796875,3033.363525390625,3033.547412109375,3033.547412109375,3050.6658907861843,3048.7520515400447,1.9138392461395597,-8.418832477580025,53.74821253231444,3033.547412109375,3117.5871575016386,2949.507666717111,-0.005895409503241078,0.008714157309921191,3108.052490234375,0.012437539719255097,57.52660575894555,3069.870849609375,-0.001840383413211133,50.2370411990773,3075.531005859375,0.02134504633210854,51.54856145487304,2989.19091796875,-0.002049821193874757,19.48499347867987,3130.692626953125,0.01325791861281838,Up,0.0,0.0,1665703.7,1.0226692778553592,0.013149345887014607,40.62791857979391,2655065.0,1521830.0,2382581.0,1303530.0
2023-04-10,3130.692626953125,3138.942998690944,3084.260923224751,3089.057596511259,2203187,0.0,0,0.0,3094.775244140625,3046.0843017578127,3039.6189880371094,3039.6189880371094,3062.977696350329,3054.8217237928657,8.155972557463429,-5.103871470571335,62.26539644318314,3039.6189880371094,3134.2294089412026,2945.008567133016,0.013257918612818331,0.009003655890945352,3089.729248046875,-0.005895409503241078,53.74821253231444,3108.052490234375,0.012437539719255097,57.52660575894555,3069.870849609375,-0.001840383413211133,50.2370411990773,3011.255615234375,0.007381494816202094,31.131858035974375,3083.110107421875,-0.015198719644846962,Down,0.0,0.0,1773628.5,1.242191924633597,0.017466446560552684,54.682075466193055,1703464.0,2655065.0,1521830.0,1740616.0
2023-04-11,3083.110107421875,3139.854664954485,3062.3403692804245,3131.2686656702417,2348779,0.0,0,0.0,3096.291064453125,3054.6367919921877,3042.17728917739,3042.17728917739,3066.074990361336,3056.917159617237,9.157830744099101,-2.251531027637248,54.74556549402665,3042.17728917739,3136.181222770235,2948.173355584545,-0.01519871964484698,0.009590867204535218,3130.692626953125,0.013257918612818331,62.26539644318314,3089.729248046875,-0.005895409503241078,53.74821253231444,3108.052490234375,0.012437539719255097,57.52660575894555,3075.531005859375,0.02134504633210854,51.54856145487304,3109.827392578125,0.00866569283138293,Neutral,0.0,0.0,1871284.6,1.2551693098954588,0.025141591760690876,77.51429567406058,2203187.0,1703464.0,2655065.0,2382581.0
2023-04-12,3109.827392578125,3128.342600059477,3068.9118592555783,3096.684553371314,2417727,0.0,0,0.0,3104.282373046875,3066.2591064453127,3045.9356282552085,3045.9356282552085,3072.8061291639187,3060.836436132858,11.969693031060615,0.5927137841023247,63.8385839318722,3045.9356282552085,3142.5479433715755,2949.3233131388415,0.008665692831382854,0.00951033934192616,3083.110107421875,-0.01519871964484698,54.74556549402665,3130.692626953125,0.013257918612818331,62.26539644318314,3089.729248046875,-0.005895409503241078,53.74821253231444,3069.870849609375,-0.001840383413211133,50.2370411990773,3059.174560546875,-0.016287988250453196,Down,0.0,0.0,1980099.6,1.221012821779268,0.01911062361394564,59.430740803898516,2348779.0,2203187.0,1703464.0,1521830.0
2023-04-13,3059.174560546875,3098.6510898799756,3050.6843547425146,3079.4643958249912,4174070,0.0,0,0.0,3094.506787109375,3072.6434814453123,3046.6324141652963,3046.6324141652963,3070.7089647612966,3060.7133342376,9.99563052369649,2.473297132021158,61.153855916883515,3046.6324141652963,3140.719002196807,2952.5458261337853,-0.01628798825045319,0.010037672172476867,3109.827392578125,0.008665692831382854,63.8385839318722,3083.110107421875,-0.01519871964484698,54.74556549402665,3130.692626953125,0.013257918612818331,62.26539644318314,3108.052490234375,0.012437539719255097,57.52660575894555,3011.831298828125,-0.015475828783790179,Down,0.0,0.0,2245084.9,1.859203631898286,0.015679633243578687,47.966735137461,2417727.0,2348779.0,2203187.0,2655065.0
2023-04-17,3011.831298828125,3034.759304535353,2945.3973706727347,3006.650985119088,5505048,0.0,0,0.0,3078.927197265625,3074.90751953125,3044.8923583984374,3044.8923583984374,3061.650862310039,3057.092442725787,4.5584195842520785,2.8903216224673423,51.099628878871954,3044.8923583984374,3137.782615052106,2952.002101744769,-0.015475828783790169,0.01035592537100602,3059.174560546875,-0.01628798825045319,61.153855916883515,3109.827392578125,0.008665692831382854,63.8385839318722,3083.110107421875,-0.01519871964484698,54.74556549402665,3089.729248046875,-0.005895409503241078,53.74821253231444,3003.43701171875,-0.002787104016297705,Neutral,0.0,0.0,2665236.7,2.0655005988773905,0.02967029856465998,89.36193386261812,4174070.0,2417727.0,2348779.0,1703464.0
2023-04-18,3003.43701171875,3028.475740237557,2984.106511844363,3026.652863840892,2617302,0.0,0,0.0,3053.47607421875,3074.1256591796873,3041.623400878906,3042.9182942708335,3052.6948852959945,3053.1179663548955,-0.4230810589010616,2.2276410861936613,50.76593103968372,3041.623400878906,3135.5643954386715,2947.6824063191407,-0.00278710401629767,0.010362128070234634,3011.831298828125,-0.015475828783790169,51.099628878871954,3059.174560546875,-0.01628798825045319,61.153855916883515,3109.827392578125,0.008665692831382854,63.8385839318722,3130.692626953125,0.013257918612818331,62.26539644318314,2963.960693359375,-0.013143714419628943,Down,0.0,0.0,2752905.3,0.9507417490895892,0.014772818014852708,44.369228393194135,5505048.0,4174070.0,2417727.0,2203187.0
2023-04-19,2963.960693359375,3012.3110703577922,2946.5966409566745,3003.437224051802,3298034,0.0,0,0.0,3029.64619140625,3062.9686279296875,3037.047399902344,3039.3293124112215,3039.043471151899,3046.5137239107826,-7.470252758883362,0.2880623171782566,46.449886146076864,3037.047399902344,3136.8777823928926,2937.217017411795,-0.013143714419628916,0.01069201361411361,3003.43701171875,-0.00278710401629767,50.76593103968372,3011.831298828125,-0.015475828783790169,51.099628878871954,3059.174560546875,-0.01628798825045319,61.153855916883515,3083.110107421875,-0.01519871964484698,54.74556549402665,2978.54248046875,0.0049196965202827625,Neutral,0.0,0.0,2844450.6,1.1594625689755342,0.02217115414126377,65.71442940111774,2617302.0,5505048.0,4174070.0,2348779.0
2023-04-20,2978.54248046875,2986.4089783169507,2952.8322631736505,2964.3442797942107,2419999,0.0,0,0.0,3003.389208984375,3053.835791015625,3033.473876953125,3036.6864066745925,3029.735626431415,3041.478816989151,-11.743190557735943,-2.1181882578045834,48.04948656665953,3033.473876953125,3136.4182350262945,2930.5295188799555,0.004919696520282679,0.010786136048189801,2963.960693359375,-0.013143714419628916,46.449886146076864,3003.43701171875,-0.00278710401629767,50.76593103968372,3011.831298828125,-0.015475828783790169,51.099628878871954,3109.827392578125,0.008665692831382854,63.8385839318722,3032.3134765625,0.01805278804863235,Up,0.0,0.0,2934267.5,0.8247370084697458,0.011272867640288273,33.576715143300135,3298034.0,2617302.0,5505048.0,2417727.0
2023-04-21,3032.3134765625,3035.7669412925025,2974.705375354291,2983.531208614425,1929184,0.0,0,0.0,2998.0169921875,3046.2618896484373,3034.31572265625,3036.5042012532554,3030.132218759274,3040.799902883473,-10.667684124198786,-3.828087431083424,54.51084308303343,3034.31572265625,3136.9151873091005,2931.716258003399,0.018052788048632307,0.011312267843024927,2978.54248046875,0.004919696520282679,48.04948656665953,2963.960693359375,-0.013143714419628916,46.449886146076864,3003.43701171875,-0.00278710401629767,50.76593103968372,3059.174560546875,-0.01628798825045319,61.153855916883515,3045.696044921875,0.00441331955380345,Neutral,0.0,0.0,2861679.4,0.674144000896816,0.020136956950582926,61.061565938211515,2419999.0,3298034.0,2617302.0,4174070.0
2023-04-24,3045.696044921875,3051.5958600147746,2999.024268289194,3022.9598579372287,1640676,0.0,0,0.0,3004.78994140625,3041.8585693359373,3037.611047363281,3036.871875,3032.52665355352,3041.162580071503,-8.635926517982625,-4.789655248463265,53.66929618847658,3037.611047363281,3137.0206870690295,2938.201407657533,0.004413319553803419,0.0109702446890443,3032.3134765625,0.018052788048632307,54.51084308303343,2978.54248046875,0.004919696520282679,48.04948656665953,2963.960693359375,-0.013143714419628916,46.449886146076864,3011.831298828125,-0.015475828783790169,51.099628878871954,3046.846923828125,0.0003778705718743254,Neutral,0.0,0.0,2855400.6,0.5745869773929444,0.01726094493678511,52.571591725580674,1929184.0,2419999.0,3298034.0,5505048.0
2023-04-25,3046.846923828125,3061.4287640266025,3019.5058856262667,3053.5622665443707,2024090,0.0,0,0.0,3013.471923828125,3033.4739990234375,3039.779150390625,3037.2555307241587,3034.7297720573056,3041.583642571993,-6.8538705146875145,-5.202498301708115,46.46905304865368,3039.779150390625,3137.9385318227005,2941.6197689585497,0.000377870571874217,0.010853238747789424,3045.696044921875,0.004413319553803419,53.66929618847658,3032.3134765625,0.018052788048632307,54.51084308303343,2978.54248046875,0.004919696520282679,48.04948656665953,3003.43701171875,-0.00278710401629767,50.76593103968372,3068.0966796875,0.006974343112937338,Neutral,0.0,0.0,2837490.9,0.7133379705288218,0.013759430469733923,41.922878400335776,1640676.0,1929184.0,2419999.0,2617302.0
2023-04-26,3068.0966796875,3077.9298619732176,3051.6441805725385,3051.6441805725385,2000029,0.0,0,0.0,3034.29912109375,3031.97265625,3043.304724121094,3038.397795500579,3039.863142461951,3043.5475712472157,-3.684428785264572,-4.898884398419407,49.78967603684475,3043.304724121094,3140.139325175754,2946.4701230664336,0.006974343112937431,0.010918441516945954,3046.846923828125,0.000377870571874217,46.46905304865368,3045.696044921875,0.004413319553803419,53.66929618847658,3032.3134765625,0.018052788048632307,54.51084308303343,2963.960693359375,-0.013143714419628916,46.449886146076864,3058.310791015625,-0.0031895633330797576,Neutral,0.0,0.0,2802615.9,0.7136293631960056,0.008567422785176514,26.285681400679096,2024090.0,1640676.0,1929184.0,3298034.0
2023-04-27,3058.310791015625,3069.103305617769,3041.714255051595,3055.4808006957965,2434446,0.0,0,0.0,3050.252783203125,3026.82099609375,3046.5400512695314,3039.10897391183,3042.7012422394396,3044.6411430819126,-1.93990084247298,-4.307087687230122,43.67757239037178,3046.5400512695314,3140.6689245211737,2952.411178017889,-0.003189563333079737,0.010949194861069394,3068.0966796875,0.006974343112937431,49.78967603684475,3046.846923828125,0.000377870571874217,46.46905304865368,3045.696044921875,0.004413319553803419,53.66929618847658,2978.54248046875,0.004919696520282679,48.04948656665953,3088.338134765625,0.00981827740928459,Neutral,0.0,0.0,2804287.8,0.8681156049675073,0.008955613878953852,27.389050566173864,2000029.0,2024090.0,1640676.0,2419999.0
2023-04-28,3088.338134765625,3096.01281212157,3066.273437367284,3070.254582560654,2931312,0.0,0,0.0,3061.45771484375,3029.737353515625,3051.1904174804686,3040.806531182651,3049.7223026280835,3047.877957280706,1.8443453473773843,-3.0768010803086208,49.828291156482265,3051.1904174804686,3143.8452245348494,2958.5356104260877,0.009818277409284537,0.011118461041813153,3058.310791015625,-0.003189563333079737,43.67757239037178,3068.0966796875,0.006974343112937431,49.78967603684475,3046.846923828125,0.000377870571874217,46.46905304865368,3032.3134765625,0.018052788048632307,54.51084308303343,3088.482421875,4.6719984366592034e-05,Neutral,0.0,0.0,2680012.0,1.093768236858641,0.00962957210530412,29.73937475428602,2434446.0,2000029.0,2024090.0,1929184.0
2023-05-02,3088.482421875,3103.4481387329106,3079.464768263568,3103.4481387329106,2321159,0.0,0,0.0,3070.014990234375,3037.4024658203125,3056.154992675781,3042.3957275390626,3055.68539789684,3050.885695398802,4.799702498038187,-1.5015003646392593,44.20603360971683,3056.154992675781,3145.399958387858,2966.9100269637042,4.671998436656111e-05,0.011092202404421122,3088.338134765625,0.009818277409284537,49.828291156482265,3058.310791015625,-0.003189563333079737,43.67757239037178,3068.0966796875,0.006974343112937431,49.78967603684475,3045.696044921875,0.004413319553803419,53.66929618847658,3050.58837890625,-0.012269470177442274,Down,0.0,0.0,2361623.1,0.98286597891086,0.007765422363900722,23.98337046934239,2931312.0,2434446.0,2000029.0,1640676.0
2023-05-03,3050.58837890625,3085.22045594313,3044.1128695537577,3085.22045594313,2468285,0.0,0,0.0,3070.76328125,3042.1176025390623,3058.121630859375,3042.6600066154233,3054.901241129057,3050.8636719549095,4.037569174147393,-0.39368645688192894,45.41393971734977,3058.121630859375,3144.9000338575515,2971.343227861198,-0.012269470177442288,0.011427135944400594,3088.482421875,4.671998436656111e-05,44.20603360971683,3088.338134765625,0.009818277409284537,49.828291156482265,3058.310791015625,-0.003189563333079737,43.67757239037178,3046.846923828125,0.000377870571874217,46.46905304865368,3089.729248046875,0.012830596684649557,Up,0.0,0.0,2346721.4,1.051801462244304,0.013475297642126044,41.1075863893725,2321159.0,2931312.0,2434446.0,2024090.0
2023-05-04,3089.729248046875,3093.326753202846,3048.7657028467356,3050.828178784462,1953253,0.0,0,0.0,3075.089794921875,3054.6944580078125,3058.83154296875,3044.1309204101562,3060.2593960394906,3053.742603517277,6.516792522213564,0.9884093389371695,47.26179673924902,3058.83154296875,3146.437970214534,2971.225115722966,0.012830596684649587,0.010756897721043837,3050.58837890625,-0.012269470177442288,45.41393971734977,3088.482421875,4.671998436656111e-05,44.20603360971683,3088.338134765625,0.009818277409284537,49.828291156482265,3068.0966796875,0.006974343112937431,49.78967603684475,3099.322509765625,0.0031048874993866316,Neutral,0.0,0.0,2212243.3,0.882928654366362,0.014422315607193982,44.56105035611017,2468285.0,2321159.0,2931312.0,2000029.0
2023-05-05,3099.322509765625,3112.08170787656,3079.5123422707356,3089.0576755124916,1710027,0.0,0,0.0,3083.292138671875,3066.7724609375,3060.3041259765623,3045.8033928148675,3066.269105843511,3057.1188928690062,9.150212974504939,2.6207700660507234,56.158878588678036,3060.3041259765623,3149.664415092741,2970.9438368603837,0.0031048874993866438,0.010762299191699356,3089.729248046875,0.012830596684649587,47.26179673924902,3050.58837890625,-0.012269470177442288,45.41393971734977,3088.482421875,4.671998436656111e-05,44.20603360971683,3058.310791015625,-0.003189563333079737,43.67757239037178,3118.413330078125,0.006159675300762319,Neutral,0.0,0.0,2141246.1,0.7986130132356107,0.010508543561762857,32.56936560582426,1953253.0,2468285.0,2321159.0,2434446.0
2023-05-08,3118.413330078125,3122.490502370831,3099.898124353441,3113.0409623132987,928235,0.0,0,0.0,3089.307177734375,3075.3824462890625,3060.82216796875,3047.9389792049633,3074.291294187298,3061.6592215511632,12.63207263613458,4.6230305800674945,67.90192813968557,3060.82216796875,3151.4589758732536,2970.185360064246,0.006159675300762224,0.010484776706030591,3099.322509765625,0.0031048874993866438,56.158878588678036,3089.729248046875,0.012830596684649587,47.26179673924902,3050.58837890625,-0.012269470177442288,45.41393971734977,3088.338134765625,0.009818277409284537,49.828291156482265,3149.736083984375,0.010044452287364124,Up,0.0,0.0,2041151.2,0.45476052925427574,0.007244831145210719,22.592378017390274,1710027.0,1953253.0,2468285.0,2931312.0
2023-05-09,3149.736083984375,3163.8862727420906,3114.000861528449,3120.3325650982997,1107375,0.0,0,0.0,3101.55791015625,3085.7864501953127,3063.822509765625,3050.8474679129463,3085.8981849253096,3068.183433583253,17.71475134205639,7.241374732465274,72.81562565440042,3063.822509765625,3162.1361016550363,2965.5089178762137,0.01004445228736417,0.010600743373527986,3118.413330078125,0.006159675300762224,67.90192813968557,3099.322509765625,0.0031048874993866438,56.158878588678036,3089.729248046875,0.012830596684649587,47.26179673924902,3088.482421875,4.671998436656111e-05,44.20603360971683,3153.1416015625,0.0010812072781085406,Neutral,0.0,0.0,1987821.1,0.557079809646854,0.015837965430594753,49.88541121364142,928235.0,1710027.0,1953253.0,2321159.0
2023-05-10,3153.1416015625,3172.0404498848784,3133.2354048786615,3156.2114260158023,1559987,0.0,0,0.0,3122.0685546875,3096.41591796875,3064.944958496094,3053.688971625434,3096.243325946416,3074.4766312113456,21.76669473507036,10.146438732986292,83.24319871915324,3064.944958496094,3166.9176183274503,2962.9722986647375,0.0010812072781085647,0.010202832470873807,3149.736083984375,0.01004445228736417,72.81562565440042,3118.413330078125,0.006159675300762224,67.90192813968557,3099.322509765625,0.0031048874993866438,56.158878588678036,3050.58837890625,-0.012269470177442288,45.41393971734977,3148.680419921875,-0.001414837075003012,Neutral,0.0,0.0,1941410.8,0.8035326680988897,0.01230678793080132,38.805045006216915,1107375.0,928235.0,1710027.0,2468285.0
2023-05-11,3148.680419921875,3175.1101388238253,3138.9432660060643,3174.438651349042,1719623,0.0,0,0.0,3133.8587890625,3104.4742919921873,3068.2234741210937,3056.2563080658783,3104.3105711734097,3079.9732081528664,24.337363020543307,12.984623590497694,80.99953292853806,3068.2234741210937,3176.6662239918387,2959.7807242503486,-0.001414837075003006,0.009537027000678685,3153.1416015625,0.0010812072781085647,83.24319871915324,3149.736083984375,0.01004445228736417,72.81562565440042,3118.413330078125,0.006159675300762224,67.90192813968557,3089.729248046875,0.012830596684649587,47.26179673924902,3141.149658203125,-0.0023917199316584987,Neutral,0.0,0.0,1913370.2,0.8987403483131492,0.011486358726319517,36.16687281776103,1559987.0,1107375.0,928235.0,1953253.0
