Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Daily_Return,Volatility,Close_Lag_1,Return_Lag_1,Close_Lag_2,Return_Lag_2,Close_Lag_3,Return_Lag_3,Close_Lag_5,Return_Lag_5,DailySentiment,SentimentCount,Future_Close,Future_Return,Movement
2023-01-02,106.12141807598307,111.03787806300657,105.5184540658627,110.62044525146484,143444095,,,110.62044525146484,110.62044525146484,0.0,0.0,,,,,,,,,,,,0.0,0,109.87833404541016,-0.0067086260986177005,Neutral
2023-01-03,111.13064662816396,111.77998812661356,109.22899254696055,109.87833404541016,74419090,,,110.21846834818523,110.23511827909029,-0.016649930905060728,-0.009249961613922627,,-0.006708626098617665,,110.62044525146484,,,,,,,,0.0,0,107.37371826171875,-0.022794446288713358,Down
2023-01-04,110.1566224067309,110.4349156521486,107.00266296025889,107.37371826171875,55634568,,,109.1081617324512,109.20704503480056,-0.09888330234936404,-0.045984937325169103,,-0.02279444628871341,,109.87833404541016,-0.006708626098617665,110.62044525146484,,,,,,0.0,0,108.11582946777344,0.006911479066467866,Neutral
2023-01-05,108.06944490084798,108.53326226093746,106.21417546049008,108.11582946777344,58806907,,,108.79492121729359,108.9019888479213,-0.10706763062771074,-0.06667690660109785,,0.00691147906646794,,107.37371826171875,-0.02279444628871341,109.87833404541016,-0.006708626098617665,110.62044525146484,,,,0.0,0,107.28096008300781,-0.007721990284637072,Neutral
2023-01-06,108.53326557806565,109.32175369885826,106.90990476813732,107.28096008300781,58551863,108.653857421875,,108.38358338796989,108.52606559124438,-0.1424822032744828,-0.08922726853392297,,-0.007721990284637048,,108.11582946777344,0.00691147906646794,107.37371826171875,-0.02279444628871341,109.87833404541016,-0.006708626098617665,,,0.0,0,109.04347229003906,0.016428937676056587,Neutral
2023-01-09,108.4405082616634,109.55366717767095,108.11583750093551,109.04347229003906,37763131,108.33846282958984,,108.54397110779882,108.62969802632516,-0.0857269185263334,-0.08827847906617058,,0.016428937676056687,,107.28096008300781,-0.007721990284637048,108.11582946777344,0.00691147906646794,107.37371826171875,-0.02279444628871341,110.62044525146484,,0.0,0,110.2493896484375,0.011059051340467961,Neutral
2023-01-10,109.13623076899086,111.08426234666827,109.04346870858556,110.2493896484375,56750710,108.41267395019531,,108.92452928833818,108.91775178505904,0.006777503279138841,-0.06422234579742761,,0.011059051340468029,,109.04347229003906,0.016428937676056687,107.28096008300781,-0.007721990284637048,108.11582946777344,0.00691147906646794,109.87833404541016,-0.006708626098617665,0.0,0,110.2493896484375,0.0,Neutral
2023-01-11,110.80596908816084,111.64084178639159,109.46090151905517,110.2493896484375,49321252,108.98780822753906,,109.20100722527754,109.13231164060608,0.06869558467145964,-0.032279667583517524,,0.0,,110.2493896484375,0.011059051340468029,109.04347229003906,0.016428937676056687,107.28096008300781,-0.007721990284637048,107.37371826171875,-0.02279444628871341,0.0,0,109.55365753173828,-0.00631053032509082,Neutral
2023-01-12,110.34214561759349,110.62043886073823,109.0898401780245,109.55365753173828,33740024,109.27537384033204,,109.27077400776868,109.19476435145168,0.07600965631699808,-0.0072642965363922795,,-0.0063105303250907685,,110.2493896484375,0.0,110.2493896484375,0.011059051340468029,109.04347229003906,0.016428937676056687,108.11582946777344,0.00691147906646794,0.0,0,111.73360443115234,0.019898440166477512,Neutral
2023-01-13,109.97110404235937,112.80038582462129,109.60004872150606,111.73360443115234,68884010,110.16590270996093,109.40988006591797,109.73747941583464,109.54509957271226,0.19237984312238154,0.03746758007357545,,0.01989844016647746,,109.55365753173828,-0.0063105303250907685,110.2493896484375,0.0,110.2493896484375,0.011059051340468029,107.28096008300781,-0.007721990284637048,0.0,0,111.26978302001953,-0.004151136209148328,Neutral
