Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Daily_Return,Volatility,Close_Lag_1,Return_Lag_1,Close_Lag_2,Return_Lag_2,Close_Lag_3,Return_Lag_3,Close_Lag_5,Return_Lag_5,DailySentiment,SentimentCount,Future_Close,Future_Return,Movement
2023-01-02,2582.334329782958,2591.2491778719673,2532.609336585965,2541.474609375,697408,,,2541.474609375,2541.474609375,0.0,0.0,,,,,,,,,,,,0.0,0,2588.8720703125,0.0186495905812555,Neutral
2023-01-03,2543.7034083845897,2594.2208826165265,2530.8759804506676,2588.8720703125,852511,,,2567.148234049479,2566.084829477163,1.0634045723159034,0.5907803179532797,,0.018649590581255593,,2541.474609375,,,,,,,,0.0,0,2572.973876953125,-0.006140972951767349,Neutral
2023-01-04,2594.0228245604753,2601.4022895907865,2561.1369877236098,2572.973876953125,832054,,,2569.421983820186,2568.559997348024,0.8619864721622434,0.7019303811536746,,-0.006140972951767298,,2588.8720703125,0.018649590581255593,2541.474609375,,,,,,0.0,0,2537.859130859375,-0.01364753307768998,Neutral
2023-01-05,2566.485600649187,2595.211221034685,2519.583499597817,2537.859130859375,1544601,,,2559.4588246312633,2559.9773766927565,-0.5185520614932102,0.2884878192814237,,-0.013647533077689955,,2572.973876953125,-0.006140972951767298,2588.8720703125,0.018649590581255593,2541.474609375,,,,0.0,0,2514.086181640625,-0.009367324186626527,Neutral
2023-01-06,2535.778880802704,2559.9479265280675,2493.1857199142214,2514.086181640625,879019,2551.053173828125,,2547.1312396914736,2549.3350192773937,-2.203779585920074,-0.45290538788227735,,-0.009367324186626558,,2537.859130859375,-0.013647533077689955,2572.973876953125,-0.006140972951767298,2588.8720703125,0.018649590581255593,,,0.0,0,2461.141845703125,-0.021059077578219672,Down
2023-01-09,2506.0132964769846,2506.0132964769846,2444.451413967791,2461.141845703125,2324487,2534.98662109375,,2526.2312930670973,2531.6706300139863,-5.439336946888943,-1.8045055806046146,,-0.021059077578219676,,2514.086181640625,-0.009367324186626558,2537.859130859375,-0.013647533077689955,2572.973876953125,-0.006140972951767298,2541.474609375,,0.0,0,2444.84765625,-0.006620581207691385,Neutral
2023-01-10,2471.3941427020873,2475.059087653773,2432.7631320546398,2444.84765625,948787,2506.18173828125,,2508.07081925098,2516.2296142084265,-8.15879495744639,-3.4126067048681135,,-0.006620581207691378,,2461.141845703125,-0.021059077578219676,2514.086181640625,-0.009367324186626558,2537.859130859375,-0.013647533077689955,2588.8720703125,0.018649590581255593,0.0,0,2414.3388671875,-0.012478809869607801,Neutral
2023-01-11,2449.6021407129097,2465.0546407590405,2407.999516406423,2414.3388671875,1000412,2474.454736328125,,2488.5104055558577,2499.8124901812334,-11.302084625375755,-5.3085966108312785,,-0.01247880986960781,,2444.84765625,-0.006620581207691378,2461.141845703125,-0.021059077578219676,2514.086181640625,-0.009367324186626558,2572.973876953125,-0.006140972951767298,0.0,0,2423.451904296875,0.003774547654940798,Neutral
2023-01-12,2426.8196389002037,2451.583104603267,2408.9899435939983,2423.451904296875,874520,2451.573291015625,,2475.6395183812806,2488.494175014038,-12.854656632757269,-7.051773912092996,,0.0037745476549408963,,2414.3388671875,-0.01247880986960781,2444.84765625,-0.006620581207691378,2461.141845703125,-0.021059077578219676,2537.859130859375,-0.013647533077689955,0.0,0,2394.330078125,-0.012016671806129456,Neutral
2023-01-13,2433.6544158343527,2433.6544158343527,2377.292860987404,2394.330078125,1416869,2427.6220703125,2489.3376220703126,2460.2314110531743,2475.500446113116,-15.26903505994187,-8.892917420566143,,-0.01201667180612942,,2423.451904296875,0.0037745476549408963,2414.3388671875,-0.01247880986960781,2444.84765625,-0.006620581207691378,2514.086181640625,-0.009367324186626558,0.0,0,2383.087646484375,-0.004695439339520368,Neutral
2023-01-16,2405.027982126088,2411.763693704121,2369.3685886514013,2383.087646484375,737012,2412.01123046875,2473.49892578125,2446.115962204627,2463.5144767248516,-17.39851452022458,-10.753893465533297,,-0.004695439339520324,,2394.330078125,-0.01201667180612942,2423.451904296875,0.0037745476549408963,2414.3388671875,-0.01247880986960781,2461.141845703125,-0.021059077578219676,0.0,0,2385.16748046875,0.0008727475833477015,Neutral
2023-01-17,2382.245439833851,2395.0232916145997,2363.4252055898414,2385.16748046875,926137,2400.0751953125,2453.128466796875,2435.2795222372947,2453.888313767273,-18.608791529978134,-12.440796148070794,,0.000872747583347655,,2383.087646484375,-0.004695439339520324,2394.330078125,-0.01201667180612942,2423.451904296875,0.0037745476549408963,2444.84765625,-0.006620581207691378,0.0,0,2401.164794921875,0.006706998390729818,Neutral
2023-01-18,2395.1224125334847,2406.8603920567252,2389.9716600124602,2401.164794921875,601233,2397.440380859375,2435.94755859375,2429.3559095744836,2447.711763044463,-18.355853469979593,-13.692627784464172,,0.006706998390729746,,2385.16748046875,0.000872747583347655,2383.087646484375,-0.004695439339520324,2394.330078125,-0.01201667180612942,2414.3388671875,-0.01247880986960781,0.0,0,2362.484130859375,-0.01610912509807913,Neutral
2023-01-19,2369.86359504625,2388.9810383483978,2344.802920157779,2362.484130859375,1116874,2385.246826171875,2418.41005859375,2417.9697807553666,2438.139685675926,-20.169904920559475,-15.04767899413378,,-0.016109125098079158,,2401.164794921875,0.006706998390729746,2385.16748046875,0.000872747583347655,2383.087646484375,-0.004695439339520324,2423.451904296875,0.0037745476549408963,0.0,0,2348.8642578125,-0.005765064352800816,Neutral
2023-01-20,2367.3377061846604,2374.27147646515,2330.7373528559347,2348.8642578125,1229902,2376.153662109375,2401.8878662109373,2406.393422617169,2428.4822712210625,-22.08884860389344,-16.50726762559155,21.822931324886383,-0.005765064352800775,,2362.484130859375,-0.016109125098079158,2401.164794921875,0.006706998390729746,2385.16748046875,0.000872747583347655,2394.330078125,-0.01201667180612942,0.0,0,2342.32666015625,-0.0027833016039583627,Neutral
2023-01-23,2361.3945288664695,2361.741314120762,2333.312903682579,2342.32666015625,932554,2368.00146484375,2390.00634765625,2395.8058849825966,2419.4696865522324,-23.66380156963578,-17.98002896064896,9.035512156496239,-0.0027833016039583436,,2348.8642578125,-0.005765064352800775,2362.484130859375,-0.016109125098079158,2401.164794921875,0.006706998390729746,2383.087646484375,-0.004695439339520324,0.0,0,2348.319580078125,0.0025585329424014794,Neutral
2023-01-24,2350.0530227714235,2367.981869645829,2341.633443975403,2348.319580078125,714000,2360.631884765625,2380.3535400390624,2388.0469416605306,2412.2473294005385,-24.200387740007955,-19.252760073345165,11.40232546433785,0.0025585329424013814,,2342.32666015625,-0.0027833016039583436,2348.8642578125,-0.005765064352800775,2362.484130859375,-0.016109125098079158,2385.16748046875,0.000872747583347655,0.0,0,2334.303466796875,-0.005968571484117892,Neutral
2023-01-25,2347.576587903364,2347.576587903364,2311.4715026707418,2334.303466796875,650664,2347.259619140625,2372.35,2379.3486623955064,2404.5466131943076,-25.19795079880123,-20.463610969006385,12.293596237337198,-0.0059685714841178905,,2348.319580078125,0.0025585329424013814,2342.32666015625,-0.0027833016039583436,2348.8642578125,-0.005765064352800775,2401.164794921875,0.006706998390729746,0.0,0,2309.193115234375,-0.01075710674283338,Neutral
2023-01-27,2345.991527555583,2345.991527555583,2280.814281027694,2309.193115234375,1238620,2336.601416015625,2360.92412109375,2368.0842575756797,2395.3531562361695,-27.268898660489867,-21.844570227631262,12.232984542939377,-0.010757106742833367,,2334.303466796875,-0.0059685714841178905,2348.319580078125,0.0025585329424013814,2342.32666015625,-0.0027833016039583436,2362.484130859375,-0.016109125098079158,0.0,0,2313.452880859375,0.001844698737795972,Neutral
